age,firstAnimeAppearance,firstMangaAppearance,village,nameMeaning,notableFeatures,notableQuotes,rank,avatarSrc,description,name
47,Naruto Episode 52,Fan Book Special,,"Reconciliation, killing with bare hands or making noodles by hand",Owner of Ichiraku Ramen.,,,https://narutoql.s3.amazonaws.com/Ramen.jpg,"Teuchi is the owner of Ichiraku Ramen, Naruto&apos;s favorite place to get a bite to eat.",Teuchi
,Shippuuden Episode 32,Chapter 280,,"A name, construction worker, a type of bird","Covered head to toe except for his hair, Swirl pattern on face terminating at right eye socket.",,,https://narutoql.s3.amazonaws.com/Tobi.jpg,"A mysterious individual, Tobi is an associate of Zetsu. Tobi appears clumsy and is very polite in his speech.",Tobi
31,Naruto Episode 23,Chapter 40,Leaf Village,"Tobitake=A name and location, Tonbo=Dragonfly, center mark","Chuunin Examiner, Upper portion of head is completely wrapped in bandage",,Chuunin,https://narutoql.s3.amazonaws.com/Tonbo.jpg,Tonbo helped preside over the first test of the Chuunin Exam. He and the other general examiners were elite Chuunin.,Tobitake Tonbo
29,Naruto Episode 1,Chapter 1,Konoha Village,,,,Chuunin,https://narutoql.s3.amazonaws.com/Mizuki.jpg,"A Chuunin from the villaga of Konoha, Touji Mizuki teaches in the villages ninja academy.",Touji Mizuki
,,Chapter 515,Rock Village,Earth Shadow,,,Kage,https://narutoql.s3.amazonaws.com/Muu.jpg,"Nidaime Tsuchikage, real name Muu, was the head ninja of Hidden Rock Village. He was a legendary ninja known as Mujin (The Nothing Man), due to his ability to turn invisible and completely hide his chakra presence. He had a long standing rivalry with Nidaime Mizukage. Both men eventually met in battle and killed each other in the process.",Nidaime Tsuchikage (Second EarthShadow)
,Shippuuden Episode 199,Chapter 454,Rock Village,Earth Shadow,,,Kage,https://narutoql.s3.amazonaws.com/Tsuchikage.jpg,"Sandaime Tsuchikage, known as Ryoutenbin no Oonoki (Two Alternatives Oonoki), is the head ninja of Hidden Rock Village. He is a short man who complains about his old, ailing body.",Sandaime Tsuchikage (Third EarthShadow)
54,Naruto Episode 85,Chapter 149,Leaf Village,"A mooring rope, Wife of Jiraiya in mythical tale","Legendary Sannin, Summons slugs, Bad gambler","""From now on, I too shall bet my life!""",Hokage,https://narutoql.s3.amazonaws.com/Tsunade.jpg,"One of the Legendary Sannin, Tsunade left Leaf Village to devote her time to her gambling addiction. She has a blood contract with slugs and calls upon them as needed.",Tsunade 
29,Naruto Episode 10,Chapter 16,,A tidal wave,,,,https://narutoql.s3.amazonaws.com/Tsunami.jpg,Tsunami is the daughter of Tazuna and the mother of Inari. In the past she was married to the fisherman Kaiza.,Tsunami
24,Naruto Episode 36,Chapter 45,Leaf Village,Tsurugi=Sword; Misumi=A name,"Wears dark rimmed glasses, Also has covering over his lower face.",,Genin,https://narutoql.s3.amazonaws.com/Misumi.jpg,"A Genin from the village of Konoha, Misumi is entered into the Chuunin Exam.",Tsurugi Misumi
40,Naruto Episode 84,Chapter 145,Leaf Village,"Uchiha=wa/ha character switch to make ""fan""; Fugaku=Unlearned","Father of Itachi and Sasuke, Konoha Military Policeman",,Jounin,https://narutoql.s3.amazonaws.com/Uchiha2.jpg,"Several years previously, Uchiha Sasuke&apos;s mother and father lived in Leaf Village. Sasuke&apos;s father Fugaku had a hard time understanding the actions and motivations of his son Itachi. Fugaku was never able to come to an understanding with Itachi unfortunately, as one evening Itachi wiped out everyone in his clan, including his parents.",Uchiha Fugaku
25,Naruto Episode 129,Chapter 221,Leaf Village,"Uchiha=wa/ha character switch to make ""fan""; Inabi=Possibly short for Inabikari or ""flash of lightning""","Police Officer, Sharingan User",,,https://narutoql.s3.amazonaws.com/Cop1.jpg,Uchiha Inabi was a Konoha Military Policeman from the Uchiha Clan. He and two officers questioned Uchiha Itachi about his whereabouts during the time Uchiha Shisui killed himself.,Uchiha Inabi
21,Naruto Episode 80,Chapter 139,Leaf Village,"Uchiha=wa/ha character switch to make ""fan""; Itachi=Weasel","Sasuke&apos;s Older Brother, Wiped out his clan, S-Ranked Criminal.",,"At least Chuunin, but high Jounin level in skill (Missing-Nin)",https://narutoql.s3.amazonaws.com/Itachi.jpg,"A powerful Leaf ninja from the Uchiha clan, Uchiha Itachi wiped out everyone in his clan except for his little brother Sasuke.",Uchiha Itachi 
,Shippuuden Episode 136,Chapter 386,Leaf Village,"Uchiha=wa/ha character switch to make ""fan""; Izuna=Name of a sacred mountain",,,,https://narutoql.s3.amazonaws.com/MadaraBro.jpg,Izuna was the younger brother of Uchiha Madara. He helped lead the Uchiha clan alongside his brother around 70 years before the series start.,Uchiha Izuna
,Shippuuden Episode 130,Chapter 370,Leaf Village,"Uchiha=wa/ha character switch to make ""fan""; Madara=Spot, blemish, speck, patches",,,,https://narutoql.s3.amazonaws.com/Madara.jpg,Uchiha Madara was a highly skilled ninja who lived years previously. He helped lead the Uchiha clan and was one of the founders of Konoha.,Uchiha Madara
35,Naruto Episode 84,Chapter 145,Leaf Village,"Uchiha=wa/ha character switch to make ""fan""; Mikoto= Words of a ruler, lord, also a name",Mother of Itachi and Sasuke,,Jounin,https://narutoql.s3.amazonaws.com/Uchiha1.jpg,"Several years previously, Uchiha Sasuke&apos;s mother and father lived in Leaf Village. One evening Uchiha Itachi wiped out everyone in his clan, including his parents.",Uchiha Mikoto
13,Shippuuden Episode 119,Chapter 239,Leaf Village,"Uchiha=wa/ha character switch to make ""fan""; Obito= Neck, also a name",,"""Those in the ninja world who break the rules and regulations are called trash... But... Those who don&apos;t care about their companions are worse than trash!""",Chuunin,https://narutoql.s3.amazonaws.com/Obito.jpg,"In the past Uchiha Obito and Kakashi were teammates under the Fourth Hokage. During a mission in the war against Hidden Rock, Obito was killed. His name was later added to the marker honoring Leaf&apos;s fallen heroes.",Uchiha Obito
16,Naruto Episode 1,Chapter 3,Leaf Village,"Uchiha=wa/ha character switch to make ""fan""; Sasuke= Name of legendary ninja","Number one rookie of his graduating academy class, Finds Sakura&apos;s constant affection annoying, Considered very handsome by every girl near his age","""I will kill that man.""",Genin - Team 7,https://narutoql.s3.amazonaws.com/Sasuke.jpg,"A Genin from the village of Konoha, Uchiha Sasuke is one of the last surviving members of the Uchiha clan. This clan is known for the genetic ability to use the Sharigan eye. This eye allows its users to copy any jutsu technique their opponent uses. Sasuke&apos;s clan was killed by his older brother Itachi, because of that he has devoted his life to killing his brother.",Uchiha Sasuke 
,,Chapter 459,Leaf Village,"Uchiha=wa/ha character switch to make ""fan""; Shisui=Stagnant or still water, also a test drilling","Nicknamed ""Shunshin no Shisui"" (Body-Flicker Shisui), Said to be the most skilled Uchiha clan member",,,https://narutoql.s3.amazonaws.com/Shisui.jpg,Uchiha Shisui was said to be the most skilled of the Uchiha clan. Several years previously he apparently committed suicide by drowning in the Nakano River. He and Uchiha Itachi were close comrades.,Uchiha Shisui
21,Naruto Episode 129,Chapter 221,Leaf Village,"Uchiha=wa/ha character switch to make ""fan""; Tekka=A red-hot iron, gunfire, gambling or a violent temper","Police Officer, Sharingan User",,,https://narutoql.s3.amazonaws.com/Cop3.jpg,Uchiha Tekka was a Military Policeman from the Uchiha Clan. He and two officers questioned Uchiha Itachi about his whereabouts during the time Uchiha Shisui killed himself.,Uchiha Tekka
46,Naruto Episode 84,Chapter 225,Leaf Village,"Uchiha=wa/ha character switch to make ""fan""; Teyaki=Homemade",Uncle of Itachi and Sasuke,,,https://narutoql.s3.amazonaws.com/Shizu2.jpg,Teyaki was the husband of Uchiha Uruchi. He told a young Sasuke to be proud of his heritage and train hard to become a skilled ninja like his older brother. He perished the night of the Uchiha Clan massacre.,Uchiha Teyaki
46,Naruto Episode 84,Chapter 225,Leaf Village,"Uchiha=wa/ha character switch to make ""fan"", Uruchi=A nonglutinous rice",Aunt of Itachi and Sasuke,,,https://narutoql.s3.amazonaws.com/Shizu.jpg,"Uruchi was called ""obasan"" (aunt) by Uchiha Sasuke. She compared the young Sasuke to his brother Itachi and hoped he would one day grow up to be skilled like him. She perished the night of the Uchiha Clan massacre.",Uchiha Uruchi
45,Naruto Episode 129,Chapter 221,Leaf Village,"Uchiha=wa/ha character switch to make ""fan""; Yashiro=A Shinto shrine, and a name","Police Officer, Sharingan User",,,https://narutoql.s3.amazonaws.com/Cop2.jpg,Uchiha Yashiro was a Konoha Military Policeman from the Uchiha Clan. He and two officers questioned Uchiha Itachi about his whereabouts during the time Uchiha Shisui killed himself.,Uchiha Yashiro
12,Naruto Episode 20,Chapter 34,Leaf Village,Japanese noodles,,,Genin,https://narutoql.s3.amazonaws.com/Udon.jpg,Udon is Konohamaru&apos;s classmate at the Ninja Academy and a member of his Konohamaru Corps.,Udon
14,Naruto Episode 120,Chapter 202,Sound Village,"U=""Right"" Kon=""Near"", Ukon=Akin to ""Sakon"" aka right hand man",Personal warrior of Orochimaru,,Unknown (Potential Chuunin),https://narutoql.s3.amazonaws.com/Ukon.jpg,Ukon is the brother of Sound ninja Sakon.,Ukon
26,Naruto Episode 1,Chapter 1,Leaf Village,Umino=Ocean; Iruka=Dolphin,"Horizontal nose scar, Academy teacher.","""You dumbass! Don&apos;t practice stupid skills!""",Chuunin,https://narutoql.s3.amazonaws.com/Iruka.jpg,"A Chuunin from the villaga of Konoha, Iruka teachs in the villages ninja academy. Iruka sees himself when he looks at Naruto, as he also grew up without any parents and goofed off to attract attention. Iruka acts as an older brother figure to Naruto and often worries about him as Naruto journeys to become a better ninja.",Umino Iruka
,Shippuuden Episode 144,Chapter 420,Mist Village,Ephemeral,,,-,https://narutoql.s3.amazonaws.com/RokubiHost.jpg,Utakata was the host of the six-tailed demon gastropod. He used bubble-based jutsu.,Utakata
72,Naruto Episode 55,Chapter 93,Leaf Village,"Utatane=Dozing or napping, Koharu= Early fall, also a name",,,Jounin,https://narutoql.s3.amazonaws.com/Koharu.jpg,"Koharu serves on the village council, along with Homura and the village Kage. This council helps administer the village.",Utatane Koharu
25,Naruto Episode 54,Chapter 137,Leaf Village,"Uzuki=Fourth lunar calendar month, Yuugao=Bottle gourd or a moonflower",,,,https://narutoql.s3.amazonaws.com/ANBU3.jpg,Yuugao serves as a member of the Leaf Village ANBU.,Uzuki Yuugao
,Shippuuden Episode 128,Chapter 382,Leaf Village,"Uzumaki=""Whirlpool"", Kushina=A name","Known as the ""Red Hot-Blooded Habanero""",,Unknown (Probably Jounin),https://narutoql.s3.amazonaws.com/Kushina.jpg,Uzumaki Kushina was a kunoichi from Hidden Whirling Tides in the Whirlpool Country.,Uzumaki Kushina
,,Chapter 500,Leaf Village,"Uzumaki=""Whirlpool"", Mito=A name",,,Unknown (Probably Jounin),https://narutoql.s3.amazonaws.com/Mito.jpg,Uzumaki Mito was a kunoichi highly skilled in Fuuinjutsu. She originally hailed from Hidden Whirling Tides in the Whirlpool Country.,Uzumaki Mito
16,Naruto Episode 1,Chapter 1,Leaf Village,"Uzumaki=""Whirlpool"", Naruto=A steamed fish-paste cake, also a maelstrom","Has crush on Haruno Sakura, Loves ramen, Container for the Kyuubi demon","""Until I become Hokage, I refuse to die!""",Genin - Team 7,https://narutoql.s3.amazonaws.com/Naruto2.jpg,"A Genin from the village of Konoha, Uzumaki Naruto is the container for the Kyuubi Demon Fox. Shortly after he was born, the Kyuubi attacked the village. To stop the demon the Fourth Hokage was forced to imprison it into the body of the young baby Naruto. As Naruto grew up the adults in Leaf Village saw Naruto as the demon fox itself. This feeling was passed on to their children who also looked down on Naruto. Growing up Naruto did not have anyone who really cared him. Because of this Naruto has grown up seeking to have everyone recognize him as being a skilled ninja. To that end his goal is to surpass the Hokage.",Uzumaki Naruto 
,Naruto Episode 10,Chapter 18,,Straw sandals,Carries samurai sword.,,,https://narutoql.s3.amazonaws.com/Waraji.jpg,Personal hired mercenary to Gat&#xFFFD;.,Waraji
,Shippuuden Episode 128,Chapter 372,Rain Village,"A name, Ya=Increasingly hiko=boy",,,Unknown,https://narutoql.s3.amazonaws.com/Yahiko.jpg,"Yahiko was a young Rain country boy orphaned after a war between Leaf, Rain and other shinobi nations.",Yahiko
23,Naruto Episode 23,Chapter 39,Leaf Village,"Yakushi=Short for Buddhist Healing God, Kabuto=""Helmet""",Keeps Nin-Info cards on the ninja of the world,,Genin,https://narutoql.s3.amazonaws.com/Kabuto.jpg,"A Genin from the village of Konoha, Kabuto participates in the Chuunin Exam. His last Chuunin Exam was his seventh. It would end up being his last as a Konoha ninja.",Yakushi Kabuto 
,Shippuuden Episode 198,Chapter 454,Leaf Village,,,,,https://narutoql.s3.amazonaws.com/Fuu.jpg,"Yamanaka ""Fuu"" is an ANBU Root member in Hidden Leaf Village. He attended the five Kage summit with Danzou. Because masks were not allowed at the summit, Fuu had to go in his normal clothing. He and Torune are regarded as the most skilled Root members.","Yamanaka ""Fuu"""
16,Naruto Episode 1,Chapter 34,Leaf Village,"Yamanaka=Among the Mountains, Ino= Boar or a Sign of the Zodiac","Sasuke-Idiot, Sakura&apos;s rival","""I won&apos;t let you be the only one who gets to look good in front of Sasuke-kun!""",Chuunin - Team 10,https://narutoql.s3.amazonaws.com/Ino.jpg,"A Genin from Leaf Village, Yamanaka Ino considers herself the only one worthy of Uchiha Sasuke&apos;s love. Because she is not the only one who shares that view, she is the rival of Haruno Sakura.",Yamanaka Ino 
38,Naruto Episode 59,Chapter 137,Leaf Village,"Yamanaka=Among the Mountains, ""Ino""= Boar or a Sign of the Zodiac, Inoichi=A name",,,Jounin,https://narutoql.s3.amazonaws.com/Inoshin.jpg,"A Jounin from Leaf Village, Inoichi is the father of Yamanaka Ino. His family also operates the Yamanaka Flower Shop in Leaf.",Yamanaka Inoichi
34,Naruto Episode 67,Chapter 93,Leaf Village,"Yamashiro= A mountain castle, Aoba= fresh leaves",,,Special Jounin,https://narutoql.s3.amazonaws.com/Aoba.jpg,Aoba served as a Jounin ninja in Hidden Leaf Village.,Yamashiro Aoba
26,Shippuuden Episode 34,Chapter 284,Leaf Village,Ancient name for Japan,Wears Nidaime Hokage-esque forehead protector,"""While I do prefer to interact with people in a gentle manner... I&apos;m also not at all opposed to establishing my dominance in a reign of terror.""",,https://narutoql.s3.amazonaws.com/Yamato.jpg,"""Yamato"" as he was dubbed by Tsunade, was an elite ANBU who led Team Kakashi when Kakashi was fatigued from battle. Yamato led the team of Sai, Naruto and Sakura to the Grass Country. They were to meet Sasori&apos;s spy who was spying on Orochimaru.",Yamato
27,Naruto Episode 75,Chapter 129,Sand Village,"Yasha=A female demon, Maru=Boys name",,,Chuunin,https://narutoql.s3.amazonaws.com/Yashamaru.jpg,"As Gaara grew up, Yashamaru was directed by the Kazekage to watch over him as caretaker.",Yashamaru
,Shippuuden Episode 165,Second Artbook,Rock Village,,,,,https://narutoql.s3.amazonaws.com/Yonbi.jpg,"Yonbi is one of the ""bijuu"", a tailed beast of the ancient world. The Yonbi was housed inside Roushi, a wandering ninja originally from Hidden Rock. The Yonbi was a gorilla capable of breathing lava. Roushi used the Yonbi to create Youton, the Lava Element, a fusion of Earth and Fire Elements.",Yonbi (Four-Tailed Demon)
31,Naruto Episode 20,Chapter 34,Leaf Village,"Yuuhi=Setting sun, Kurenai=""Crimson""",Crimson colored eyes,,Jounin,https://narutoql.s3.amazonaws.com/kurenai.jpg,"A Jounin master, Kurenai is the leader of Team 8 (Hyuuga Hinata, Aburame Shino, Inuzuka Kiba). Near the series start, Kurenai attained the rank of Jounin. She is highly trained in Genjutsu illusion techniques.",Yuuhi Kurenai 
28,Shippuuden Episode 2,Chapter 247,Sand Village,,,,Jounin,https://narutoql.s3.amazonaws.com/Yuura.jpg,Yuura has served as a trusted member of the Kazekage advisory council for four years.,Yuura
14,Naruto Episode 21,Chapter 35,Sound Village,"Zaku=Sound of cutting, Abumi=""Stirrup""",,"""You can leave if you want... fatty.""",Genin,https://narutoql.s3.amazonaws.com/ZakuAbumi.jpg,Zaku Abumi was one of the three sound Genin who entered into the Chuunin Exam.,Zaku • Abumi
36,Shippuuden Episode 76,Chapter 320,,,,,,https://narutoql.s3.amazonaws.com/BountyMaster.jpg,Zangei ran one of the bounty exchange centers located in the region. The center was located in a secret area accessed through a men&apos;s restroom. Akatsuki member Kakuzu often used this center to drop off corpses of the bounties he had collected. Zangei would gladly pay Kakuzu for his services.,Zangei
,Naruto Episode 134,Chapter 234,,"""Tongue"" or ""Reed"" (A form of tall hollow grass or tongue attachment to a hollow woodwind instrument)","Strange fly-trap-like extensions which cover his upper body, His main torso is split into light and dark halves",,,https://narutoql.s3.amazonaws.com/Zetsu.jpg,"Akatsuki member Zetsu engages in reconnaissance. He is divided into two halves, each with their own personas. A ""Black"" half and a ""White"" half which can split into two separate entities.",Zetsu
,Naruto Episode 10,Chapter 18,,"""Sandals""",Carries samurai sword.,,,https://narutoql.s3.amazonaws.com/Zouri.jpg,Personal hired mercenary to Gat&#xFFFD;.,Zouri
,Naruto Episode 68,Chapter 115,Leaf Village,,,,Jounin,https://narutoql.s3.amazonaws.com/ANBU2.jpg,This ANBU captain serves in Leaf Village.,ANBU Captain
,Naruto Episode 202,,Leaf Village,,,,Unknown (Probable Chuunin),https://narutoql.s3.amazonaws.com/ANBUYakumo.jpg,This ANBU member was charged with protecting the villa housing Kurama Yakumo. He and medical ninja were directed to keep Yakumo at the villa so her strong Genjutsu powers would be contained.,ANBU Member
,Shippuuden Episode 143,Chapter 414,Cloud Village,,,,Unknown (Probable Chuunin),https://narutoql.s3.amazonaws.com/CloudScout.jpg,"This unnamed man is a ninja from Cloud Village. He is the junior ninja under his senior Jay. While they were out in the country, they heard a nearby disturbance. Rushing to the scene they saw Killer Bee, the Hachibi Jinchuuriki, engaged in combat with Akatsuki.",Cloud Scout
,Naruto Episode 21,Chapter 45,Grass Village,,,,Genin,https://narutoql.s3.amazonaws.com/GrassNin1.jpg,"A Genin from Hidden Grass, he came to participate in the Chuunin Exam.",Grass Genin One
,Naruto Episode 21,Chapter 45,Grass Village,,,,Genin,https://narutoql.s3.amazonaws.com/GrassNin3.jpg,"A Genin from Hidden Grass, he came to participate in the Chuunin Exam.",Grass Genin Two
,Naruto Episode 126,,Mist Village,,,,Unknown (Probable Jounin),https://narutoql.s3.amazonaws.com/KaguyaElder.jpg,"During the time that the Water Country turned against it&#xFFFD;s bloodline clans, this unnamed Kaguya Elder helped encourage his clan to attack Hidden Mist. Their bloodlust proved their undoing, as Hidden Mist ninja put their rebellion down and wiped out the clan.",Kaguya Elder
,Naruto Episode 59,Chapter 98,Sand Village,,,,Unknown (Probable Jounin),https://narutoql.s3.amazonaws.com/SandNin1.jpg,This Sand ninja served as the personal body guard of Yondaime Kazekage during the Chuunin Exam.,Kazekage's Personal Guard 1
,Naruto Episode 59,Chapter 98,Sand Village,,,,Unknown (Probable Jounin),https://narutoql.s3.amazonaws.com/SandNin2.jpg,This Sand ninja served as the personal body guard Yondaime Kazekage during the Chuunin Exam.,Kazekage's Personal Guard 2
,Naruto Episode 22,Chapter 37,Leaf Village,,,,,https://narutoql.s3.amazonaws.com/NinKame2.jpg,"A tortoise trained in the ninja arts, this unnamed animal is the summon of Might Guy. He chided Lee for revealing his secret techniques in his fight against Uchiha Sasuke. Like Guy and Lee, Nin-Kame can also be overtaken by the emotion of the moment.",Might Guy's Nin-Kame
,,Chapter 500,Whirling Tides Village,,,,Unknown (Probable Jounin),https://narutoql.s3.amazonaws.com/UzumakiElder.jpg,"Around the time of the founding of the Five Great Shinobi Villages, this elder of the Uzumaki Clan lead Hidden Whirling Tides. He and his clan had a close relationship with Konoha. His clan were known for their skilled Fuuinjutsu usage.",Uzumaki Clan Leader
,Naruto Episode 37,Chapter 65,Leaf Village,,Wears glasses,,Jounin,https://narutoql.s3.amazonaws.com/Jounin1.jpg,This unnamed ninja was the Jounin Sensei of Yakushi Kabuto&apos;s Genin team during the Chuunin Exam.,Yakushi Kabuto's Jounin Sensei
6,Naruto Episode 75,Chapter 129,Sand Village,To bathe or bask in the sun,,,Ninja Academy Student,https://narutoql.s3.amazonaws.com/Abiru.jpg,"Abiru and his friends were playing with a ball in Hidden Sand several years before the start of the series. When their ball got caught on a roof, a young Gaara used his sand to get it down. Abiru and the others were frightened of Gaara and the powers he wielded. They ran and Gaara sought to stop them to show them he meant to return their ball. His sand wrapped around Abiru and the others. As it began to constrict Yashamaru arrived to save them and escort Gaara away.",Abiru
48,Naruto Episode 18,Chapter 31,,"Several different things ~ ascent, freshly-drawn green tea, spinning, after a rain",,,,https://narutoql.s3.amazonaws.com/Agari.jpg,Agari lived with her husband Giichi in the Wave Country.,Agari
7,Naruto Episode 11,Chapter 19,,,,,,https://narutoql.s3.amazonaws.com/Ageha.jpg,"Ageha is a poor child who lives in the Wave Country. When Sakura and Tazuna go to the market, she asks Sakura for some food.",Ageha
25,Shippuude Episode 117,Chapter 350,,,,,,https://narutoql.s3.amazonaws.com/Ahiko.jpg,Ahiko was a prisoner from Orochimaru&apos;s Northern Hideout. He and other prisoners were experimented upon with cursed seals.,Ahiko
,Naruto Episode 178,,Star Village,"Aka in kanji can mean ""light"" or ""red""; hoshi=""Star""",Leader of Hidden Star.,,Unknown (Probably Jounin),https://narutoql.s3.amazonaws.com/Hoshikage.jpg,"Akahoshi took over leadership of Hidden Star Village after the previous leader, the Third Hoshikage, suddenly grew ill and died.",Akahoshi
32,Naruto Episode 1,Chapter 1,Leaf Village,"Akame=""Bloodshot Eyes"" or ""Red mullet"", Iwana= A name",,,Chuunin,https://narutoql.s3.amazonaws.com/AkameIwana.jpg,"A Chuunin from Leaf Village, Akame Iwana and other Leaf ninja hunted for Naruto after he stole the forbidden scroll.",Akame Iwana
38,Naruto Episode 25,Chapter 43,Leaf Village,"Akamon=""Red Gate"" or ""Tokyo University"", Manabu=""To Study""",,,Genin,https://narutoql.s3.amazonaws.com/Akamon.jpg,"A Genin from Leaf Village, Akamon Manabu participated in the Chuunin Exam.",Akamon Manabu
9,Naruto Episode 11,Chapter 20,,Akane= A name,,,,https://narutoql.s3.amazonaws.com/Akane.jpg,"Three years previously, Akane and his friends tormented the young boy Inari in the Wave Country. Akane took Inari&apos;s dog Pochi as his own, renaming him Shooting Star. When Inari wanted him back, Akane tossed the dog and Inari into the sea. Pochi swam to shore, but unfortunately Inari was unable to swim. The fisherman Kaiza saved Inari and then yelled at Akane and his friends.",Akane
,Naruto Episode 170,,,,,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Amachi.jpg,"Amachi was a medical ninja who assisted Orochimaru in his twisted kinjutsu experiments at Kikaijima in the Sea Country. Orochimaru sought to enhance ninja with traits from aquatic life. Orochimaru abandoned the lab at Kikaijima, but Amachi carried on his master&#xFFFD;s work.",Amachi
,Movie Three,,,,,,,https://narutoql.s3.amazonaws.com/Amayo.jpg,"Amayo was ex-wife of Moon Country prince Michiru. She left her husband after being fed up with his attitude. She believed he did not understand what was important in life. She hoped to take her son with her when she divorced, but a pre-nuptial agreement allowed Michiru to obtain custody.",Amayo
,Naruto Episode 158,,Leaf Village,"A hard candy, toffee",,,Ninja Academy Student,https://narutoql.s3.amazonaws.com/Ame.jpg,"Ame was a classmate of Konohamaru&apos;s in Leaf Village. Ame, and his teammates Choko and Dango undertook the mission to Takurami Mountain under Akimichi Chouji. Ame and his teammates marveled at Chouji&apos;s knowledge of herbs to use in emergency situations.",Ame
,Naruto Episode 41,Chapter 71,Leaf Village,"Ami= A type of shrimp, network and a name",,,Ninja Academy Student,https://narutoql.s3.amazonaws.com/Ami.jpg,"Ami was a classmate of Sakura and Ino at the Ninja Academy. Ami was often known as the class bully and would pick on Sakura for her big forehead. One day when she taunted Sakura about wearing a ribbon in her hair, Ino threw ""poisonous"" flowers in her mouth to get her to shut up. This caused her to run away scared, crying for the teacher.",Ami
,Naruto Episode 101,,,,,,,https://narutoql.s3.amazonaws.com/Aniki.jpg,"The man called ""Aniki"" (brother) by his followers thought himself a ""Don Juan,"" a natural babe-magnet that no woman could resist. Aniki and his two followers claimed to be ninjas of the Haze (moya), calling themselves the ""Moya Brothers."" The lack of any formal training reveals them to be hopeless men using the ninja moniker in an attempt to attract women. Three years previously, their harassing of an attractive young woman brought Hatake Kakashi to her rescue. The Haze-nins took this very personally and set out to end his life.",Aniki
,Movie One,,,,,,,https://narutoql.s3.amazonaws.com/Sandayuu.jpg,Asama Sandayuu is the personal assistant to actress Fujikaze Yukie.,Asama Sandayuu
25,Shippuuden Episode 119,Chapter 242,Rock Village,"Asuma=A name, Shibito=Corpse",,,Jounin,https://narutoql.s3.amazonaws.com/Shibito.jpg,Asuma Shibito served as a ninja in Hidden Rock during their invasion of Hidden Grass approximately 13 years before the start of the series.,Asuma Shibito
36,Shippuude Episode 116,Chapter 348,,As kanji can mean gambler,,,,https://narutoql.s3.amazonaws.com/Bakuto.jpg,Bakuto was a prisoner from Orochimaru&apos;s Southern Hideout. He was the longest serving prisoner at the hideout.,Bakuto
64,Shippuuden Episode 58,Chapter 320,Leaf Village,"Ban=plank, board, sai=purification, Buddhist food",,,,https://narutoql.s3.amazonaws.com/ElderMonk.jpg,Bansai was an elder monk whovserved in the Fire Temple.,Bansai
41,Naruto Episode 1,Chapter 1,Leaf Village,A separate paragraph or a tortoise shell,,,Chuunin,https://narutoql.s3.amazonaws.com/Bekkou.jpg,"A Chuunin from Leaf Village, Bekkou and other Leaf ninja hunted for Naruto after he stole the forbidden scroll.",Bekkou
13,Naruto Episode 83,Chapter 149,,A type of Japanese bead tree,,,,https://narutoql.s3.amazonaws.com/Buna.jpg,This young teenager was a citizen of the Fire Country. He was staying in a hotel room with Shimeji. Sasuke came to their room searching for Naruto and Jiraiya.,Buna
,Naruto Episode 97,,,A name,,,,https://narutoql.s3.amazonaws.com/Bunzou.jpg,Bunzou and his partner Senta are debt collectors with the Akagi Family. The Sannin Tsunade had a large amount of gambling debt with the family and Bunzou and his partner were sent to collect. They traveled for three years searching for Tsunade. When they finally found her they learned she had actually paid off the debt a year before and that they had been ordered home by their boss Akagi Shugoro.,Bunzou
,Naruto Episode 158,,Leaf Village,,,,Ninja Academy Student,https://narutoql.s3.amazonaws.com/Chen.jpg,"Chen was a classmate of Konohamaru&apos;s in Leaf Village. Chen, and his teammates Samo and Yun undertook the mission to Takurami Mountain under Rock Lee. Chen and his teammates admired Lee and his spaz personality. When they referred to Lee as ""Lee-sensei"" he was shocked with happiness. He then drove them to experience youth and run into the setting sun.",Chen
,Naruto Episode 152,,,,,,,https://narutoql.s3.amazonaws.com/NAI.jpg,This Feudal Lord served as the head of the Marsh Country. Not much is known about this daimyou; he or she makes use of the Fire Country ninja for protection.,Daimyou Chichiyasu (Marsh Country)
,Naruto Episode 192,,,"Vigour, Energy, Might, Power",,,,https://narutoql.s3.amazonaws.com/Chikara.jpg,"Lord Chikara was a passionate lothario from the Country of Udon. After it was arranged for him to be married to Princess Fuku, a Daimyou&apos;s daughter, he came to her palace to woo her. Fuku had eaten a lot out of nervousness and asked for Ino to act as her body double to ensure the marriage went forward. After their plan was revealed, Chikara announced he liked bigger girls better anyway.",Chikara
,Naruto Episode 162,,,Japanese name for the Kurile Islands,,,,https://narutoql.s3.amazonaws.com/Chishima.jpg,"Chishima serves as an assistant to the Mousou (Chief Advisor) of the Bird Country. Chishima was childhood friends with Sagi and Toki, the twin children of the Daimyou. When the Daimyou and Toki both died, Sagi became the new Daimyou. Near this time the mysterious Noroimusha warrior appeared and began to terrorize the capital. Rumor was the white spectral warrior was the ghost of the deceased Daimyou, who had returned to find his killer. Mousou had Chishima go to Konoha to seek the assistance of their ninja in ridding the village of their ghost problem.",Chishima
,Naruto Episode 158,,Leaf Village,Chocolate,,,Ninja Academy Student,https://narutoql.s3.amazonaws.com/Choko.jpg,"Choko was a classmate of Konohamaru&apos;s in Leaf Village. Choko, and her teammates Ame and Dango undertook the mission to Takurami Mountain under Akimichi Chouji. Choko and her teammates marveled at Chouji&apos;s knowledge of herbs to use in emergency situations.",Choko
